FILE NAME                               POSITIVE WORDS      NEGATIVE WORDS      STOP WORDS          POLARITY            TIME TAKEN
----------------------------------------------------------------------------------------------------------------------------------
100_The_Complete_Works_of_William_.txt  2115                1939                412                 176                 0.4154663s
101_The_Hacker_Crackdown                0                   0                   0                   0                   0.0000020s
102_The_Tragedy_of_Pudd'nhead_Wils.txt  1052                694                 317                 358                 0.0280506s
103_Around_the_World_in_Eighty_Day.txt  1050                585                 304                 465                 0.0326883s
104_Inaugural_Address_of_Franklin_.txt  276                 79                  156                 197                 0.0034272s
105_Persuasion.txt                      1171                678                 301                 493                 0.0416841s
106_Jungle_Tales_of_Tarzan.txt          1064                781                 290                 283                 0.0369254s
107_Far_from_the_Madding_Crowd.txt      1558                1147                346                 411                 0.0680026s
108_The_Return_of_Sherlock_Holmes.txt   1314                921                 306                 393                 0.0543851s
109_Renascence,_and_Other_Poems.txt     382                 206                 223                 176                 0.0056446s
10_The_King_James_Version_of_the_.txt   1176                876                 332                 300                 0.2942701s
110_Tess_of_the_d'Urbervilles           0                   0                   0                   0                   0.0000008s
111_Freckles.txt                        1136                687                 301                 449                 0.0387463s
112_Violists.txt                        690                 280                 272                 410                 0.0126951s
113_The_Secret_Garden.txt               832                 482                 285                 350                 0.0351721s
114_The_Tenniel_Illustrations_for_.txt  142                 33                  119                 109                 0.0021502s
115_United_States_Census_Figures_B.txt  182                 32                  154                 150                 0.0198683s
117_Symphony_No._5_in_C_minor_Opus.txt  131                 28                  115                 103                 0.0020284s
118_Big_Dummy's_Guide_to_the_Inter.txt  695                 265                 300                 430                 0.0294501s
119_A_Tramp_Abroad.txt                  1689                1198                356                 491                 0.0769847s
11_Alice's_Adventures_in_Wonderla.txt   511                 267                 261                 244                 0.0143736s
120_Treasure_Island.txt                 893                 649                 304                 244                 0.0328329s
12_Through_the_Looking-Glass.txt        560                 302                 260                 258                 0.0152141s
13_The_Hunting_of_the_Snark             0                   0                   0                   0                   0.0000007s
14_The_1990_CIA_World_Factbook.txt      820                 355                 259                 465                 0.1183593s
15_Moby-Dick;_or,_The_Whale.txt         1871                1439                392                 432                 0.1046933s
16_Peter_Pan.txt                        858                 597                 282                 261                 0.0237984s
17_The_Book_of_Mormon                   0                   0                   0                   0                   0.0000006s
18_The_Federalist_Papers.txt            1333                1046                314                 287                 0.0966497s
19_The_Song_of_Hiawatha.txt             606                 411                 236                 195                 0.0170604s
1_The_Declaration_of_Independenc.txt    567                 242                 254                 325                 0.0105619s
20_Paradise_Lost.txt                    1058                787                 296                 271                 0.0395868s
21_Aesop's_Fables                       0                   0                   0                   0                   0.0000006s
22_Roget's_Thesaurus.txt                3073                2947                403                 126                 0.1133998s
23_Narrative_of_the_Life_of_Frede.txt   941                 572                 291                 369                 0.0222604s
24_O_Pioneers!.txt                      841                 569                 285                 272                 0.0279390s
25_The_1991_CIA_World_Factbook.txt      870                 372                 265                 498                 0.1269685s
26_Paradise_Lost.txt                    1278                933                 316                 345                 0.0426600s
27_Far_from_the_Madding_Crowd.txt       1561                1135                348                 426                 0.0664833s
28_The_Fables_of_Aesop                  0                   0                   0                   0                   0.0000010s
29_The_1990_United_States_Census.txt    136                 29                  114                 107                 0.0077722s
2_The_United_States_Bill_of_Righ.txt    158                 44                  133                 114                 0.0025082s
30_The_Bible,_King_James_Version,.txt   1178                870                 333                 308                 0.2954359s
31_Plays_of_Sophocles                   0                   0                   0                   0                   0.0000009s
32_Herland.txt                          1168                580                 297                 588                 0.0282327s
33_The_Scarlet_Letter.txt               1409                898                 343                 511                 0.0448255s
34_Zen_and_the_Art_of_the_Interne.txt   587                 178                 274                 409                 0.0146865s
35_The_Time_Machine.txt                 766                 526                 275                 240                 0.0179494s
36_The_War_of_the_Worlds.txt            916                 738                 297                 178                 0.0301973s
37_The_1990_United_States_Census_.txt   137                 29                  114                 108                 0.0071998s
38_The_Jargon_File,_Version_2.9.1.txt   1582                1187                365                 395                 0.0881353s
39_Hitchhiker's_Guide_to_the_Inte.txt   315                 78                  210                 237                 0.0060449s
3_John_F._Kennedy's_Inaugural_Ad.txt    238                 69                  158                 169                 0.0029088s
40_NorthWestNet_User_Services_Int.txt   8                   3                   17                  5                   0.0001572s
41_The_Legend_of_Sleepy_Hollow.txt      615                 273                 234                 342                 0.0092124s
42_The_Strange_Case_of_Dr._Jekyll.txt   750                 477                 273                 273                 0.0147982s
